home_shortPass,home_headers,home_balance,away_finishing,away_reactions,home_slidingTackle,home_freeKicks,away_aggression,home_positioning,home_aggression,home_curve,away_longShot,home_gkPositioning,home_sprintSpeed,away_marking,home_finishing,away_vision,home_longPass,WH betting difference,away_headers,away_strength,home_acceleration,home_standingTackle,home_marking,away_gkKicking,home_gkHandling,away_curve,home_dribbling,home_gkKicking,home_volleys,home_reactions,IW betting difference,away_gkDiving,home_longShot,home_stamina,away_power,LB betting difference,home_rating,home_agility,VC betting difference,home_defensiveWorkRate,away_agility,home_preferredFoot,away_penalties,home_power,home_penalties,home_control,away_balance,away_preferredFoot,home_gkReflexes,away_rating,away_positioning,B365 betting difference,home_potential,home_crossing,BW betting difference,home_interceptions,home_vision,BS betting difference,home_jump,away_crossing,home_strength,away_shortPass,home_attackingWorkRate,SJ betting difference,GB betting difference,away_acceleration,away_gkHandling,away_gkReflexes,away_jump,home_gkDiving,away_standingTackle,away_longPass,away_interceptions,away_control,away_stamina,away_freeKicks,away_gkPositioning,away_volleys,away_slidingTackle,PS betting difference,away_sprintSpeed,away_potential,away_dribbling,away_defensiveWorkRate,away_attackingWorkRate,result
74.72727272727273,70.0,74.27272727272727,53.0,71.9090909090909,60.63636363636364,52.0,71.99999999999999,80.63636363636363,78.45454545454545,57.36363636363637,56.363636363636374,27.909090909090914,75.36363636363637,50.54545454545455,55.81818181818183,63.727272727272734,71.54545454545455,0.7000000000000001,63.63636363636364,72.18181818181819,74.27272727272728,66.27272727272727,60.54545454545454,66.9090909090909,27.363636363636367,48.36363636363636,64.72727272727273,71.54545454545455,59.000000000000014,79.18181818181819,0.6515837104072397,16.545454545454547,55.909090909090914,78.9090909090909,63.63636363636363,0.7000000000000001,82.90909090909092,65.63636363636364,0.6979166666666666,1.3636363636363635,62.727272727272734,0.8181818181818183,72.90909090909092,67.27272727272728,77.0909090909091,74.0,66.36363636363637,0.7272727272727274,27.272727272727273,77.0,69.81818181818183,0.6842847075405214,85.45454545454547,64.54545454545455,0.648018648018648,77.63636363636363,73.0,0.6842847075405214,75.45454545454547,63.45454545454545,77.9090909090909,67.9090909090909,1.272727272727273,0.7000000000000001,0.6692307692307692,74.9090909090909,27.0,27.454545454545453,61.27272727272729,17.090909090909093,59.909090909090914,66.9090909090909,70.27272727272727,70.63636363636364,76.2727272727273,49.00000000000001,26.909090909090914,56.81818181818182,51.00000000000001,nan,75.72727272727273,82.9090909090909,66.0,1.090909090909091,1.090909090909091,0
71.18181818181817,68.18181818181819,75.0909090909091,47.81818181818182,67.27272727272728,60.63636363636363,43.45454545454546,70.36363636363636,73.45454545454545,65.27272727272728,60.0909090909091,54.81818181818182,26.090909090909093,79.0909090909091,56.0909090909091,54.45454545454545,63.90909090909091,64.9090909090909,0.7713675213675214,57.90909090909092,68.81818181818181,77.54545454545455,57.09090909090909,52.00000000000001,58.81818181818181,26.363636363636367,45.36363636363636,68.0,64.9090909090909,59.181818181818194,77.72727272727273,0.7424242424242424,12.81818181818182,55.63636363636364,80.27272727272727,60.090909090909086,0.7424242424242424,79.90909090909092,70.18181818181819,0.7230769230769232,1.1818181818181817,58.45454545454546,0.9090909090909093,67.54545454545455,65.18181818181819,71.54545454545455,72.63636363636364,63.727272727272734,0.7272727272727274,27.27272727272728,70.81818181818181,63.45454545454546,0.7666666666666667,85.36363636363636,65.72727272727273,0.719672131147541,68.9090909090909,68.36363636363636,0.7427490542244641,75.81818181818183,58.09090909090909,74.9090909090909,61.27272727272728,1.2727272727272725,0.75,0.7427490542244641,68.0,25.909090909090914,26.909090909090914,70.36363636363637,14.818181818181817,58.0909090909091,58.81818181818181,63.63636363636365,61.63636363636365,71.54545454545455,48.54545454545454,25.909090909090914,48.63636363636363,54.54545454545455,nan,67.18181818181819,77.09090909090911,55.09090909090909,1.1818181818181819,1.1818181818181819,1
60.90909090909091,60.090909090909086,68.45454545454545,58.90909090909091,77.9090909090909,53.09090909090909,52.090909090909086,72.18181818181819,66.36363636363637,69.9090909090909,58.54545454545455,58.09090909090909,27.181818181818187,69.90909090909092,55.81818181818181,52.272727272727266,73.81818181818181,60.72727272727273,-0.4551244933410538,68.45454545454545,75.0909090909091,69.45454545454545,55.36363636363637,50.54545454545455,65.27272727272728,27.727272727272734,57.27272727272727,58.54545454545455,60.81818181818182,52.09090909090909,72.63636363636363,-0.38383838383838387,16.09090909090909,53.81818181818182,74.72727272727273,66.72727272727272,-0.3765801729873587,74.0,64.72727272727272,-0.42424242424242425,0.9090909090909092,63.909090909090914,0.5454545454545455,77.9090909090909,61.81818181818182,62.45454545454545,66.54545454545455,75.36363636363637,0.9090909090909093,27.909090909090914,80.81818181818181,79.0909090909091,-0.4169842133913991,79.18181818181819,63.81818181818183,-0.3988023952095809,67.36363636363637,65.27272727272728,-0.3558124598587027,69.54545454545456,60.727272727272734,70.0909090909091,70.36363636363637,1.1818181818181817,-0.34708779986383487,-0.38823529411764707,72.54545454545456,26.63636363636364,27.363636363636367,73.9090909090909,15.818181818181818,59.36363636363636,65.27272727272728,77.63636363636364,70.72727272727273,79.63636363636364,53.45454545454546,26.81818181818182,61.545454545454554,54.54545454545454,nan,74.63636363636363,84.9090909090909,60.545454545454554,1.3636363636363638,1.4545454545454548,-1
66.45454545454547,67.54545454545455,57.54545454545455,53.63636363636364,69.45454545454545,46.90909090909091,45.81818181818181,72.63636363636364,75.63636363636364,72.09090909090908,50.45454545454546,61.27272727272727,26.000000000000004,72.63636363636364,52.090909090909086,53.81818181818182,64.36363636363637,59.81818181818183,0.27978142076502727,68.36363636363637,75.90909090909092,71.27272727272727,59.181818181818194,52.36363636363636,53.54545454545455,26.272727272727277,44.27272727272728,60.27272727272727,59.81818181818183,45.36363636363636,73.72727272727272,0.2923976608187135,17.54545454545454,55.00000000000001,78.27272727272727,70.36363636363636,0.3055555555555556,76.36363636363636,55.18181818181817,0.29643073200241976,1.3636363636363635,57.909090909090914,0.8181818181818183,69.72727272727272,58.909090909090914,72.18181818181819,67.0909090909091,61.36363636363637,0.8181818181818183,27.090909090909097,74.27272727272727,69.72727272727273,0.2854649713288457,81.45454545454547,59.27272727272727,0.2631578947368421,72.54545454545455,57.63636363636364,0.2604023146872417,60.63636363636363,62.09090909090909,73.54545454545455,64.27272727272727,1.4545454545454546,0.2568935427574171,0.27356020942408377,71.18181818181817,25.363636363636363,25.363636363636363,67.9090909090909,15.90909090909091,54.18181818181819,58.27272727272728,63.27272727272727,68.0909090909091,78.0,52.54545454545455,24.363636363636363,53.09090909090909,48.54545454545455,nan,74.0,77.63636363636365,62.27272727272727,1.2727272727272727,1.0909090909090908,1
70.45454545454545,67.81818181818183,68.63636363636364,43.81818181818182,64.27272727272727,52.81818181818181,52.45454545454545,61.81818181818182,77.27272727272727,72.81818181818183,51.00000000000001,51.90909090909091,27.72727272727273,76.63636363636364,45.90909090909091,57.27272727272728,59.27272727272727,67.27272727272728,0.23784592370979807,56.181818181818194,64.36363636363637,73.54545454545453,60.45454545454546,57.18181818181819,60.36363636363637,27.90909090909091,49.72727272727273,61.18181818181819,67.27272727272728,54.18181818181819,77.36363636363637,0.19696969696969696,13.272727272727272,58.81818181818182,80.36363636363637,59.36363636363637,0.27978142076502727,79.63636363636364,60.45454545454546,0.29643073200241976,1.1818181818181819,59.0909090909091,0.8181818181818183,59.545454545454554,67.36363636363636,72.18181818181817,70.72727272727273,65.90909090909092,0.6363636363636365,27.272727272727277,68.0,63.27272727272728,0.29261332720699373,84.36363636363636,62.90909090909091,0.2350427350427351,74.45454545454547,63.18181818181818,0.2568935427574171,63.909090909090914,53.36363636363637,76.27272727272728,58.00000000000001,1.0909090909090908,0.2568935427574171,0.27356020942408377,66.9090909090909,24.36363636363637,24.909090909090917,63.45454545454546,17.27272727272727,51.27272727272727,60.36363636363637,57.63636363636364,60.54545454545455,64.81818181818181,45.90909090909091,23.72727272727273,47.90909090909091,45.63636363636363,nan,66.72727272727272,73.54545454545455,55.45454545454546,0.8181818181818183,0.8181818181818183,1
70.18181818181817,70.45454545454547,68.72727272727272,53.63636363636364,73.63636363636365,57.36363636363637,51.45454545454545,71.45454545454545,75.54545454545455,71.81818181818181,51.18181818181819,53.81818181818182,29.54545454545455,74.18181818181819,55.45454545454545,49.81818181818182,68.36363636363637,69.0909090909091,0.2271062271062272,71.36363636363637,76.9090909090909,74.9090909090909,65.36363636363637,65.63636363636364,62.090909090909086,29.90909090909091,51.27272727272727,56.545454545454554,69.45454545454547,56.36363636363637,75.9090909090909,0.19696969696969696,15.545454545454545,60.81818181818182,77.0909090909091,63.727272727272734,0.3055555555555556,78.0,60.18181818181819,0.23780487804878053,1.1818181818181819,59.72727272727273,0.7272727272727274,70.72727272727273,72.72727272727273,72.18181818181817,69.45454545454547,71.27272727272728,0.8181818181818183,30.54545454545455,76.0909090909091,70.81818181818181,0.25,82.81818181818184,63.09090909090909,0.29054054054054046,75.18181818181819,66.54545454545455,0.2142857142857143,68.72727272727273,50.45454545454545,75.27272727272728,63.36363636363637,1.0,0.20588235294117646,0.23333333333333334,68.63636363636364,26.727272727272734,27.727272727272734,76.0909090909091,18.818181818181817,60.27272727272727,62.090909090909086,71.81818181818181,66.72727272727273,73.36363636363636,47.45454545454545,26.45454545454546,50.54545454545455,56.36363636363636,nan,71.0,80.81818181818183,56.18181818181819,1.2727272727272725,1.0909090909090908,-1
65.18181818181819,66.54545454545455,64.0909090909091,52.909090909090914,74.36363636363637,46.72727272727273,47.81818181818182,66.72727272727273,73.54545454545455,64.81818181818181,45.09090909090909,58.18181818181817,23.81818181818182,72.9090909090909,47.27272727272727,55.272727272727266,74.18181818181819,59.909090909090914,-0.12028869286287086,62.27272727272727,68.72727272727272,72.27272727272728,52.81818181818181,49.81818181818182,63.18181818181818,24.363636363636367,55.909090909090914,59.9090909090909,59.909090909090914,49.54545454545454,71.63636363636363,-0.10971786833855796,15.454545454545453,58.09090909090909,75.81818181818183,66.63636363636364,-0.09740259740259738,75.18181818181819,56.45454545454546,-0.12228260869565222,1.0,74.18181818181817,0.6363636363636365,72.18181818181819,67.63636363636364,67.9090909090909,66.0909090909091,75.0909090909091,0.8181818181818183,25.272727272727273,76.81818181818183,75.63636363636364,-0.13194444444444442,80.0,58.00000000000001,-0.07763975155279507,70.45454545454547,55.09090909090909,-0.07763975155279507,62.0,60.54545454545455,70.54545454545455,66.18181818181817,1.0,-0.10732323232323232,-0.1014492753623189,77.45454545454545,26.000000000000007,27.181818181818187,71.0909090909091,15.81818181818182,51.90909090909091,63.18181818181818,68.81818181818183,70.81818181818181,77.0909090909091,58.27272727272727,26.545454545454547,58.18181818181818,47.81818181818182,nan,78.0909090909091,83.72727272727273,67.18181818181819,1.2727272727272725,1.4545454545454546,1
65.0,70.63636363636364,71.45454545454545,50.090909090909086,69.0,63.54545454545455,43.54545454545455,69.18181818181819,72.27272727272728,75.54545454545455,53.18181818181818,51.63636363636364,26.454545454545457,71.0909090909091,51.54545454545455,49.45454545454546,54.81818181818182,61.36363636363636,0.3055555555555556,69.0909090909091,77.54545454545455,68.72727272727273,63.18181818181819,57.45454545454545,52.54545454545455,26.636363636363644,45.18181818181819,57.27272727272728,61.36363636363636,58.90909090909091,71.54545454545455,0.3333333333333333,14.545454545454547,58.27272727272728,79.72727272727273,60.18181818181819,0.3280346820809249,74.81818181818183,57.272727272727266,0.3322072072072071,1.0909090909090908,63.72727272727272,0.8181818181818183,65.18181818181819,62.36363636363637,68.0,66.09090909090908,68.9090909090909,1.0000000000000002,26.90909090909091,70.36363636363636,68.63636363636365,0.3242258652094717,80.27272727272728,54.45454545454545,0.3441558441558441,72.63636363636363,69.36363636363637,0.32460867333846555,75.0909090909091,48.63636363636364,75.9090909090909,59.36363636363637,1.1818181818181819,0.32460867333846555,0.3242258652094717,62.54545454545455,26.363636363636363,26.363636363636363,75.63636363636363,16.363636363636363,55.0,52.54545454545455,67.27272727272727,59.45454545454545,73.27272727272728,49.545454545454554,26.363636363636363,46.63636363636364,53.0,nan,68.0909090909091,75.18181818181819,46.18181818181819,1.0909090909090908,1.0000000000000002,1
59.727272727272734,61.27272727272727,65.36363636363636,54.63636363636365,68.54545454545455,54.90909090909091,46.63636363636364,70.09090909090908,67.45454545454545,67.54545454545455,46.00000000000001,60.909090909090914,24.818181818181824,68.81818181818181,55.36363636363637,46.99999999999999,69.18181818181819,56.63636363636364,0.018320610687022953,65.36363636363636,71.27272727272728,62.81818181818181,60.090909090909086,53.909090909090914,68.09090909090911,25.363636363636363,59.18181818181817,54.0,54.00000000000001,49.09090909090909,65.81818181818183,0.032051282051282104,15.363636363636365,51.45454545454545,73.63636363636364,67.81818181818183,0.016666666666666663,72.0,59.09090909090909,0.02747252747252743,1.0909090909090908,63.09090909090909,0.8181818181818183,73.72727272727273,60.81818181818182,61.45454545454545,64.72727272727273,71.18181818181819,0.8181818181818183,24.909090909090917,75.18181818181819,73.09090909090911,0.02747252747252743,76.72727272727273,58.545454545454554,0.03080477474008464,64.45454545454544,60.90909090909091,-0.015384615384615441,70.36363636363636,62.81818181818182,72.18181818181819,68.63636363636364,1.0,0.056531703590527116,0.0,69.9090909090909,26.54545454545455,26.36363636363637,72.45454545454544,17.272727272727273,61.363636363636374,68.09090909090911,72.72727272727272,69.63636363636364,75.36363636363636,59.72727272727273,26.18181818181819,60.45454545454545,54.45454545454546,nan,72.63636363636364,79.63636363636363,56.63636363636364,1.0,1.272727272727273,1
76.27272727272727,68.45454545454547,78.27272727272728,48.09090909090909,73.27272727272728,63.36363636363636,56.54545454545455,74.63636363636364,82.72727272727273,74.81818181818183,62.18181818181819,48.81818181818182,27.454545454545457,75.0909090909091,54.909090909090914,61.81818181818182,66.81818181818183,73.81818181818181,0.6515837104072397,69.45454545454545,78.81818181818181,73.63636363636364,65.0909090909091,59.81818181818182,56.272727272727266,27.63636363636364,50.72727272727273,68.45454545454545,73.81818181818181,64.45454545454547,80.54545454545455,0.6515837104072397,16.90909090909091,65.0,79.0,63.45454545454545,0.6640826873385013,84.45454545454547,69.54545454545455,0.6609706083390293,1.1818181818181817,62.36363636363637,0.8181818181818183,68.81818181818183,70.18181818181819,82.18181818181819,76.0909090909091,77.0909090909091,0.8181818181818183,27.81818181818182,78.0909090909091,72.36363636363636,0.6518796992481203,87.9090909090909,68.27272727272728,0.648018648018648,81.54545454545455,76.0,0.6518796992481203,74.81818181818183,51.72727272727273,77.54545454545453,64.27272727272728,1.272727272727273,0.7000000000000001,0.6407685881370091,70.54545454545453,24.818181818181827,25.636363636363647,78.18181818181817,16.090909090909086,60.27272727272728,60.36363636363636,70.72727272727273,66.63636363636364,74.0909090909091,39.81818181818182,24.45454545454546,54.72727272727273,54.18181818181818,nan,71.81818181818181,82.45454545454545,58.54545454545455,1.1818181818181817,0.9090909090909093,1
69.45454545454545,62.09090909090908,71.36363636363637,52.72727272727273,73.0,47.45454545454545,52.90909090909091,70.45454545454545,71.0909090909091,64.63636363636363,58.36363636363637,56.727272727272734,24.36363636363636,72.45454545454545,57.0,57.36363636363636,68.45454545454545,61.27272727272727,0.7424242424242424,61.727272727272734,68.18181818181819,72.18181818181819,50.18181818181818,46.45454545454545,61.81818181818183,24.454545454545453,56.72727272727274,66.27272727272728,61.27272727272727,57.545454545454554,71.81818181818183,0.7424242424242424,15.454545454545457,54.727272727272734,74.18181818181819,63.727272727272734,0.7424242424242424,75.72727272727273,65.0909090909091,0.7807017543859649,1.0000000000000002,66.18181818181817,0.7272727272727274,69.54545454545455,64.00000000000001,72.18181818181819,71.27272727272728,70.36363636363636,0.7272727272727274,25.545454545454543,75.54545454545455,73.81818181818181,0.7807017543859649,79.36363636363637,59.545454545454554,0.75,65.81818181818181,69.27272727272728,0.7363387978142076,71.54545454545456,62.09090909090909,67.9090909090909,66.45454545454547,1.1818181818181819,0.7745098039215687,0.7564102564102564,73.36363636363637,26.272727272727273,27.090909090909093,73.72727272727273,15.000000000000002,62.18181818181819,61.81818181818183,71.81818181818183,67.81818181818183,76.72727272727272,52.545454545454554,26.0,52.54545454545455,59.90909090909091,nan,73.27272727272728,80.81818181818183,64.27272727272728,1.2727272727272727,1.0909090909090908,1
74.18181818181817,64.72727272727273,74.54545454545456,51.36363636363637,74.63636363636364,57.18181818181818,54.0,71.45454545454545,76.18181818181817,62.63636363636364,65.9090909090909,65.0,26.090909090909093,79.1818181818182,58.000000000000014,57.45454545454545,73.81818181818183,70.81818181818183,0.5924369747899159,66.45454545454545,73.18181818181819,78.9090909090909,57.27272727272727,50.818181818181834,69.0,26.363636363636367,61.36363636363637,69.9090909090909,70.81818181818183,63.54545454545455,79.18181818181819,0.5358090185676393,14.545454545454549,61.90909090909091,80.81818181818183,68.9090909090909,0.5405982905982906,81.63636363636365,72.0909090909091,0.5563218390804598,1.0,70.72727272727272,0.7272727272727274,73.18181818181817,66.45454545454545,74.63636363636364,75.36363636363636,74.81818181818183,0.8181818181818183,27.27272727272728,76.81818181818183,77.63636363636364,0.5611111111111111,86.45454545454545,70.63636363636363,0.580952380952381,72.45454545454547,71.90909090909092,0.5892857142857143,71.54545454545455,64.72727272727273,71.0909090909091,69.36363636363636,1.3636363636363635,0.5694444444444444,0.5467980295566504,75.99999999999999,25.727272727272727,26.909090909090914,73.0,14.727272727272725,60.727272727272734,69.0,73.18181818181817,71.36363636363636,79.45454545454545,62.90909090909091,26.272727272727273,61.00000000000001,58.18181818181819,nan,76.54545454545456,84.18181818181819,64.63636363636364,1.0909090909090908,1.3636363636363638,0
65.18181818181819,67.0,62.727272727272734,53.27272727272727,74.45454545454545,44.72727272727273,46.81818181818182,65.9090909090909,72.0909090909091,64.36363636363636,44.54545454545455,54.27272727272727,23.63636363636364,71.63636363636364,50.272727272727266,53.90909090909091,67.72727272727272,58.36363636363637,-0.016666666666666663,62.63636363636363,72.54545454545455,70.27272727272728,52.18181818181817,50.18181818181818,61.54545454545456,23.363636363636367,54.54545454545455,60.18181818181818,58.36363636363637,45.90909090909091,72.72727272727273,0.0,16.272727272727273,54.54545454545455,75.54545454545455,64.54545454545455,0.0,75.0,55.72727272727273,-0.032051282051282104,1.0000000000000002,66.54545454545456,0.7272727272727274,69.0909090909091,65.54545454545455,67.0,67.0909090909091,74.54545454545455,0.8181818181818183,25.63636363636364,78.0909090909091,71.45454545454545,-0.05277777777777781,80.72727272727273,58.909090909090914,-0.06189555125725338,69.0909090909091,58.54545454545455,-0.018320610687022953,62.54545454545455,60.54545454545455,68.72727272727273,64.54545454545455,0.9090909090909092,-0.004387247733255273,-0.029629629629629672,77.36363636363636,27.0,27.545454545454547,71.18181818181819,16.363636363636363,54.54545454545455,61.54545454545456,66.72727272727272,70.45454545454545,73.45454545454545,51.909090909090914,26.363636363636363,59.18181818181818,50.27272727272727,nan,77.0909090909091,84.09090909090911,62.18181818181819,0.9090909090909092,1.1818181818181819,1
65.36363636363636,68.54545454545455,70.54545454545455,55.0,74.72727272727272,58.27272727272727,46.45454545454545,73.09090909090908,72.0909090909091,74.90909090909092,53.45454545454545,61.363636363636374,26.636363636363637,72.0,56.63636363636363,51.909090909090914,74.27272727272728,59.63636363636364,0.038488677913913694,71.36363636363637,76.0909090909091,70.0909090909091,58.09090909090909,54.18181818181818,66.54545454545455,26.818181818181824,57.45454545454546,58.81818181818183,59.63636363636364,59.63636363636364,72.09090909090911,0.08995502248875564,17.727272727272727,60.63636363636364,79.72727272727273,71.36363636363636,0.03555268261150618,75.18181818181819,58.272727272727266,0.014245014245014231,1.0909090909090908,70.63636363636364,0.8181818181818183,75.54545454545455,62.727272727272734,69.0,66.27272727272727,76.72727272727272,0.8181818181818183,27.09090909090909,79.0,74.27272727272727,0.020979020979020935,80.27272727272728,55.45454545454545,0.03080477474008464,74.09090909090908,69.9090909090909,0.059523809523809534,74.27272727272728,62.63636363636364,74.63636363636364,68.9090909090909,1.1818181818181819,0.020979020979020935,0.029629629629629672,76.72727272727273,29.818181818181827,30.45454545454546,76.36363636363636,15.545454545454545,58.090909090909086,66.18181818181819,74.63636363636364,71.36363636363636,76.27272727272728,50.18181818181817,29.45454545454546,64.81818181818183,56.72727272727273,nan,76.45454545454545,83.36363636363637,62.00000000000001,1.1818181818181817,1.0,-1
